product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_content
P100782,In-Ear Model 1782,Electronics|Headphones|In-Ear,₹766,"₹1,543",50.3%,3.9,"4,291","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.9-star experience."
P100783,Cookware Model 1783,Home&Kitchen|Kitchen&Dining|Cookware,₹402,₹615,34.5%,4.7,"5,335","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.7-star experience."
P100784,Speakers Model 1784,Electronics|HomeTheater|Speakers,"₹1,793","₹4,141",56.7%,3.7,"8,792","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.7-star experience."
P100785,Cookware Model 1785,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,092","₹2,677",59.2%,3.2,"4,212","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.2-star experience."
P100786,Laptops Model 1786,Computers&Accessories|Laptops,"₹25,967","₹52,780",50.8%,4.3,666,"Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.3-star experience."
P100787,Cables Model 1787,Computers&Accessories|Accessories|Cables,₹212,₹382,44.5%,3.7,"11,740",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 3.7-star experience.
P100788,Speakers Model 1788,Electronics|HomeTheater|Speakers,₹62,₹99,37.1%,4.0,"3,313","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.0-star experience."
P100789,Chargers Model 1789,Electronics|Mobiles&Accessories|Chargers,₹231,₹404,42.8%,4.1,"15,634",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.1-star experience.
P100790,Printers Model 1790,OfficeProducts|OfficeElectronics|Printers,"₹4,507","₹9,088",50.4%,4.3,"1,332","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.3-star experience."
P100791,Cables Model 1791,Computers&Accessories|Accessories|Cables,₹104,₹215,51.3%,3.4,"1,885",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 3.4-star experience.
P100792,Speakers Model 1792,Electronics|HomeTheater|Speakers,"₹1,245","₹2,884",56.8%,3.9,"2,570","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.9-star experience."
P100793,Chargers Model 1793,Electronics|Mobiles&Accessories|Chargers,₹257,₹378,31.9%,4.4,"3,022",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.4-star experience.
P100794,Chargers Model 1794,Electronics|Mobiles&Accessories|Chargers,₹174,₹330,47.0%,3.9,"12,807",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.9-star experience.
P100795,Printers Model 1795,OfficeProducts|OfficeElectronics|Printers,"₹7,780","₹16,696",53.4%,4.3,"3,834","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.3-star experience."
P100796,Speakers Model 1796,Electronics|HomeTheater|Speakers,"₹1,136","₹2,063",44.9%,4.6,"4,579","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.6-star experience."
P100797,Cables Model 1797,Computers&Accessories|Accessories|Cables,₹375,₹542,30.8%,4.8,"1,727",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.8-star experience.
P100798,Accessories Model 1798,Electronics|Cameras|Accessories,"₹1,356","₹2,295",40.9%,3.9,"7,285","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.9-star experience."
P100799,In-Ear Model 1799,Electronics|Headphones|In-Ear,₹695,"₹1,927",63.9%,3.3,"2,026","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.3-star experience."
P100800,Chargers Model 1800,Electronics|Mobiles&Accessories|Chargers,₹468,₹859,45.5%,4.3,"6,783",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.3-star experience.
P100801,SmartWatches Model 1801,Electronics|WearableTech|SmartWatches,"₹1,441","₹3,714",61.2%,3.8,"1,186","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.8-star experience."
P100802,Speakers Model 1802,Electronics|HomeTheater|Speakers,"₹2,394","₹4,080",41.3%,4.3,"14,472","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.3-star experience."
P100803,Accessories Model 1803,Electronics|Cameras|Accessories,"₹1,109","₹2,000",44.5%,4.7,"10,889","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.7-star experience."
P100804,Accessories Model 1804,Electronics|Cameras|Accessories,₹200,₹404,50.4%,3.9,887,"Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.9-star experience."
P100805,Accessories Model 1805,Electronics|Cameras|Accessories,₹400,₹695,42.4%,4.4,"15,969","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.4-star experience."
P100806,Laptops Model 1806,Computers&Accessories|Laptops,"₹14,380","₹50,107",71.3%,3.7,"1,779","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 3.7-star experience."
P100807,Cables Model 1807,Computers&Accessories|Accessories|Cables,₹368,₹524,29.6%,4.1,"1,661",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.1-star experience.
P100808,Chargers Model 1808,Electronics|Mobiles&Accessories|Chargers,₹329,₹457,28.0%,4.9,"5,248",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.9-star experience.
P100809,Speakers Model 1809,Electronics|HomeTheater|Speakers,"₹1,489","₹4,208",64.6%,3.6,"6,482","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.6-star experience."
P100810,Accessories Model 1810,Electronics|Cameras|Accessories,₹789,"₹1,205",34.5%,5.0,"8,353","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 5.0-star experience."
P100811,In-Ear Model 1811,Electronics|Headphones|In-Ear,₹871,"₹1,396",37.6%,4.4,"8,535","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.4-star experience."
P100812,In-Ear Model 1812,Electronics|Headphones|In-Ear,₹636,"₹1,637",61.1%,3.4,"9,830","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.4-star experience."
P100813,Vacuum Model 1813,Home&Kitchen|HomeAppliances|Vacuum,"₹6,169","₹11,299",45.4%,4.5,"7,945","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.5-star experience."
P100814,Accessories Model 1814,Electronics|Cameras|Accessories,₹333,₹777,57.1%,3.8,"14,498","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.8-star experience."
P100815,In-Ear Model 1815,Electronics|Headphones|In-Ear,₹644,"₹1,357",52.5%,4.1,"2,241","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.1-star experience."
P100816,SmartWatches Model 1816,Electronics|WearableTech|SmartWatches,"₹4,801","₹7,597",36.8%,4.9,"2,031","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.9-star experience."
P100817,Chargers Model 1817,Electronics|Mobiles&Accessories|Chargers,₹585,₹874,33.0%,4.4,"3,279",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.4-star experience.
P100818,Cables Model 1818,Computers&Accessories|Accessories|Cables,₹318,₹541,41.2%,4.4,"2,335",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.4-star experience.
P100819,Cables Model 1819,Computers&Accessories|Accessories|Cables,₹346,₹587,40.9%,4.2,"5,641",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.2-star experience.
P100820,SmartWatches Model 1820,Electronics|WearableTech|SmartWatches,"₹1,725","₹3,931",56.1%,4.1,"12,224","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.1-star experience."
P100821,Speakers Model 1821,Electronics|HomeTheater|Speakers,₹716,"₹1,126",36.4%,4.7,"2,364","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.7-star experience."
P100822,In-Ear Model 1822,Electronics|Headphones|In-Ear,₹723,"₹1,123",35.6%,4.0,"16,353","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.0-star experience."
P100823,Cookware Model 1823,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,839","₹3,021",39.1%,4.2,"4,661","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.2-star experience."
P100824,In-Ear Model 1824,Electronics|Headphones|In-Ear,₹984,"₹2,505",60.7%,3.7,"4,231","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.7-star experience."
P100825,Printers Model 1825,OfficeProducts|OfficeElectronics|Printers,"₹5,409","₹13,625",60.3%,3.7,"6,737","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.7-star experience."
P100826,Vacuum Model 1826,Home&Kitchen|HomeAppliances|Vacuum,"₹6,908","₹12,962",46.7%,4.5,"9,261","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.5-star experience."
P100827,SmartWatches Model 1827,Electronics|WearableTech|SmartWatches,"₹4,509","₹10,226",55.9%,4.1,"4,459","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.1-star experience."
P100828,SmartWatches Model 1828,Electronics|WearableTech|SmartWatches,"₹4,061","₹11,006",63.1%,3.7,"2,113","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.7-star experience."
P100829,SmartWatches Model 1829,Electronics|WearableTech|SmartWatches,"₹1,678","₹5,870",71.4%,3.7,"13,979","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.7-star experience."
P100830,Cookware Model 1830,Home&Kitchen|Kitchen&Dining|Cookware,₹991,"₹2,156",54.0%,3.7,"7,396","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.7-star experience."
P100831,Printers Model 1831,OfficeProducts|OfficeElectronics|Printers,"₹8,268","₹17,298",52.2%,4.3,"4,985","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.3-star experience."
P100832,Vacuum Model 1832,Home&Kitchen|HomeAppliances|Vacuum,"₹3,187","₹5,068",37.1%,4.4,"12,315","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.4-star experience."
P100833,Accessories Model 1833,Electronics|Cameras|Accessories,"₹1,254","₹1,963",36.1%,4.3,"16,201","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.3-star experience."
P100834,Accessories Model 1834,Electronics|Cameras|Accessories,₹246,₹544,54.6%,4.0,"9,027","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.0-star experience."
P100835,Speakers Model 1835,Electronics|HomeTheater|Speakers,"₹1,588","₹3,847",58.7%,4.0,"3,215","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.0-star experience."
P100836,SmartWatches Model 1836,Electronics|WearableTech|SmartWatches,"₹1,952","₹3,684",47.0%,4.8,"2,729","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.8-star experience."
P100837,Vacuum Model 1837,Home&Kitchen|HomeAppliances|Vacuum,"₹5,493","₹11,444",52.0%,4.0,849,"Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.0-star experience."
P100838,Speakers Model 1838,Electronics|HomeTheater|Speakers,"₹1,767","₹3,513",49.7%,4.1,254,"Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.1-star experience."
P100839,SmartWatches Model 1839,Electronics|WearableTech|SmartWatches,"₹2,227","₹6,188",64.0%,3.2,"8,670","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.2-star experience."
P100840,SmartWatches Model 1840,Electronics|WearableTech|SmartWatches,"₹1,383","₹3,232",57.2%,3.4,"9,356","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.4-star experience."
P100841,Chargers Model 1841,Electronics|Mobiles&Accessories|Chargers,₹410,₹573,28.4%,4.9,797,Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.9-star experience.
P100842,SmartWatches Model 1842,Electronics|WearableTech|SmartWatches,"₹3,821","₹6,961",45.1%,4.2,"4,385","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.2-star experience."
P100843,In-Ear Model 1843,Electronics|Headphones|In-Ear,"₹1,659","₹2,370",30.0%,4.8,"8,466","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.8-star experience."
P100844,Cookware Model 1844,Home&Kitchen|Kitchen&Dining|Cookware,₹911,"₹1,776",48.7%,3.7,"9,052","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.7-star experience."
P100845,Cookware Model 1845,Home&Kitchen|Kitchen&Dining|Cookware,"₹2,134","₹3,732",42.8%,4.6,"6,705","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.6-star experience."
P100846,Speakers Model 1846,Electronics|HomeTheater|Speakers,"₹1,951","₹4,327",54.9%,3.9,"1,534","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.9-star experience."
P100847,In-Ear Model 1847,Electronics|Headphones|In-Ear,"₹1,177","₹2,016",41.6%,4.2,"7,620","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.2-star experience."
P100848,Cables Model 1848,Computers&Accessories|Accessories|Cables,₹263,₹388,32.2%,4.1,"20,785",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.1-star experience.
P100849,Cookware Model 1849,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,613","₹2,404",32.9%,4.7,"23,176","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 4.7-star experience."
P100850,Cables Model 1850,Computers&Accessories|Accessories|Cables,₹308,₹478,35.4%,4.3,"6,568",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.3-star experience.
P100851,Printers Model 1851,OfficeProducts|OfficeElectronics|Printers,"₹3,255","₹14,092",76.9%,3.1,"10,461","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.1-star experience."
P100852,In-Ear Model 1852,Electronics|Headphones|In-Ear,₹953,"₹1,366",30.2%,4.9,404,"Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.9-star experience."
P100853,Cables Model 1853,Computers&Accessories|Accessories|Cables,₹394,₹718,45.0%,3.8,604,High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 3.8-star experience.
P100854,Chargers Model 1854,Electronics|Mobiles&Accessories|Chargers,₹655,"₹1,069",38.7%,4.2,"5,346",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 4.2-star experience.
P100855,Vacuum Model 1855,Home&Kitchen|HomeAppliances|Vacuum,"₹3,208","₹6,813",52.9%,4.1,"8,411","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.1-star experience."
P100856,Accessories Model 1856,Electronics|Cameras|Accessories,₹199,₹347,42.6%,4.5,"7,025","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.5-star experience."
P100857,SmartWatches Model 1857,Electronics|WearableTech|SmartWatches,"₹3,356","₹7,066",52.5%,4.5,"8,737","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.5-star experience."
P100858,Accessories Model 1858,Electronics|Cameras|Accessories,₹722,"₹1,450",50.2%,4.1,"23,184","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.1-star experience."
P100859,Speakers Model 1859,Electronics|HomeTheater|Speakers,"₹1,434","₹3,688",61.1%,3.6,"5,311","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.6-star experience."
P100860,Chargers Model 1860,Electronics|Mobiles&Accessories|Chargers,₹387,₹846,54.2%,3.9,"6,132",Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.9-star experience.
P100861,Cookware Model 1861,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,254","₹2,556",50.9%,3.6,"4,112","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.6-star experience."
P100862,Speakers Model 1862,Electronics|HomeTheater|Speakers,"₹1,337","₹2,534",47.2%,3.9,"1,183","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.9-star experience."
P100863,Speakers Model 1863,Electronics|HomeTheater|Speakers,"₹1,024","₹2,846",64.0%,3.9,"18,440","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.9-star experience."
P100864,Accessories Model 1864,Electronics|Cameras|Accessories,₹967,"₹1,722",43.8%,3.9,"5,155","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.9-star experience."
P100865,In-Ear Model 1865,Electronics|Headphones|In-Ear,"₹1,545","₹2,517",38.6%,4.9,"6,258","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.9-star experience."
P100866,Cookware Model 1866,Home&Kitchen|Kitchen&Dining|Cookware,₹958,"₹2,140",55.2%,3.6,"1,710","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.6-star experience."
P100867,Speakers Model 1867,Electronics|HomeTheater|Speakers,"₹1,197","₹2,454",51.2%,4.0,"4,273","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.0-star experience."
P100868,SmartWatches Model 1868,Electronics|WearableTech|SmartWatches,"₹2,854","₹6,125",53.4%,3.7,741,"Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.7-star experience."
P100869,Cookware Model 1869,Home&Kitchen|Kitchen&Dining|Cookware,₹906,"₹2,782",67.4%,3.3,"14,233","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.3-star experience."
P100870,Vacuum Model 1870,Home&Kitchen|HomeAppliances|Vacuum,"₹2,468","₹7,912",68.8%,3.1,"2,114","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.1-star experience."
P100871,In-Ear Model 1871,Electronics|Headphones|In-Ear,₹422,₹893,52.7%,3.9,"17,246","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.9-star experience."
P100872,Printers Model 1872,OfficeProducts|OfficeElectronics|Printers,"₹2,510","₹7,562",66.8%,3.5,"2,388","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.5-star experience."
P100873,Cookware Model 1873,Home&Kitchen|Kitchen&Dining|Cookware,₹982,"₹2,396",59.0%,3.9,"9,096","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.9-star experience."
P100874,Cables Model 1874,Computers&Accessories|Accessories|Cables,₹328,₹530,38.0%,4.1,"3,539",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.1-star experience.
P100875,Speakers Model 1875,Electronics|HomeTheater|Speakers,"₹1,916","₹4,416",56.6%,3.8,"5,366","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.8-star experience."
P100876,Cables Model 1876,Computers&Accessories|Accessories|Cables,₹167,₹319,47.4%,3.6,"7,588",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 3.6-star experience.
P100877,In-Ear Model 1877,Electronics|Headphones|In-Ear,₹964,"₹1,800",46.4%,3.9,"14,771","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.9-star experience."
